dataset,event_id,seed,relocated_rms_s,delta_horizontal_km,delta_depth_km,relocated_x_km,relocated_y_km,relocated_depth_km,origin_shift_s,depth_boundary,evaluations,elapsed_s,seed_offset,reported_seed,qc_excursion
new30,SGC2025yshmnq,1091465218,0.3764781164016994,19.997129379289092,-20.0,-24.056083808588397,28.10530164779447,120.25,2.280424618745272,True,9030,1.3930188999511302,8,False,1.3333333333333333
new30,SGC2025yshmnq,1092465221,0.3764781164016912,19.997130794790127,-20.0,-24.05608401709758,28.105300247698743,120.25,2.2804246438679794,True,9030,1.2762098000384867,9,False,1.3333333333333333
new30,SGC2024lyrntx,1975919818,0.28858680867267616,0.6178185761513512,20.0,-17.823174779837927,-17.87164369292101,170.14,-1.6899638058390796,True,9030,1.457380499690771,0,True,1.3333333333333333
new30,SGC2024lyrntx,1976919821,0.28858680867267855,0.6178178514646275,20.0,-17.82317310387054,-17.871644984578808,170.14,-1.689963821106602,True,9030,1.8183867000043392,1,False,1.3333333333333333
new30,SGC2024lyrntx,1977919824,0.2885868086726737,0.6178179016032316,20.0,-17.823173983470202,-17.871644653076853,170.14,-1.6899638116790392,True,9030,1.3925673998892307,2,False,1.3333333333333333
new30,SGC2024lyrntx,1978919827,0.28858680867267533,0.6178184738878455,20.0,-17.823174693231373,-17.87164382766306,170.14,-1.6899638063503488,True,9030,1.2942778002470732,3,False,1.3333333333333333
new30,SGC2024lyrntx,1979919830,0.2885868086726829,0.6178193747458596,20.0,-17.823175408255405,-17.87164265588722,170.14,-1.6899638023716896,True,9030,1.3373744999989867,4,False,1.3333333333333333
new30,SGC2024lyrntx,1980919833,0.28858680867267805,0.6178184976598661,20.0,-17.823174856797223,-17.871643750861672,170.14,-1.689963804659147,True,9030,1.7770990999415517,5,False,1.3333333333333333
new30,SGC2024lyrntx,1981919836,0.2885868086726746,0.6178182082352373,20.0,-17.82317461062007,-17.871644132544183,170.14,-1.6899638061177988,True,9030,1.8387937997467816,6,False,1.3333333333333333
new30,SGC2024lyrntx,1982919839,0.28858680867267505,0.6178180757931049,20.0,-17.82317406010162,-17.871644446042023,170.14,-1.6899638115852795,True,9030,1.4307605000212789,7,False,1.3333333333333333
new30,SGC2024lyrntx,1983919842,0.28858680867268105,0.6178195715554283,20.0,-17.823175001886597,-17.87164257827092,170.14,-1.6899638076696064,True,9030,1.304939900059253,8,False,1.3333333333333333
new30,SGC2024lyrntx,1984919845,0.2885868086726774,0.6178170985843736,20.0,-17.82317352323487,-17.871645641427854,170.14,-1.6899638132838142,True,9030,1.3382639000192285,9,False,1.3333333333333333
