dataset,event_id,method,huber_delta_s,objective_s,relocated_rms_s,origin_shift_s,relocated_depth_km,delta_horizontal_km,delta_depth_km,depth_boundary
stratified32,SGC2019pxebo,HSSO-E,1.5,0.5187726936568646,0.5187726936568646,-2.2122127791716535,110.59,0.8362788088834562,20.0,True
stratified32,SGC2019vrkvej,HSSO-E,1.5,0.41600967585228876,0.41600967585228876,-2.2906434967224163,111.05,6.6300830386954965,20.0,True
stratified32,SGC2022ofpwob,HSSO-E,1.5,0.1468228678066478,0.1468228678066478,-1.8207470245649873,124.17191820560978,5.523566102669179,14.481918205609787,False
stratified32,SGC2020dtzpwj,HSSO-E,1.5,0.3888482350579683,0.3888482350579683,-2.281104393914113,129.67000000000002,3.1758571882782354,20.000000000000014,True
stratified32,SGC2019wbnvco,HSSO-E,1.5,0.3089888633315979,0.3089888633315979,-2.373409438874596,130.61,3.435066148279003,20.000000000000014,True
stratified32,SGC2022razkne,HSSO-E,1.5,0.1508443688032329,0.1508443688032329,-0.32407782615908687,116.26391844921528,7.216285206264033,3.473918449215276,False
stratified32,SGC2020gerodj,HSSO-E,1.5,0.31307965380786246,0.31307965380786246,-2.4939385195770747,141.67000000000002,5.24936479380667,20.000000000000014,True
stratified32,SGC2020agjggo,HSSO-E,1.5,0.35059864436338256,0.35059864436338256,-0.8953793115486626,131.88365796813565,10.097249157061933,8.563657968135658,False
stratified32,SGC2026alqild,HSSO-E,1.5,0.2514884359736952,0.2514884359736952,1.7700421093337315,122.31653601679822,16.658240056246427,-14.153463983201775,False
stratified32,SGC2018hxdw,HSSO-E,1.5,0.40104355603639935,0.40104355603639935,-1.4986009168242322,149.88011816574283,8.145168477620281,17.44011816574283,False
stratified32,SGC2026cjxroc,HSSO-E,1.5,0.16053363553621927,0.16053363553621927,-0.19830450798452226,161.1328125,10.33253200527098,20.0,True
stratified32,SGC2023tnjthq,HSSO-E,1.5,0.23877471757859806,0.23877471757859806,-1.3891715291575366,169.53,2.63436067027762,20.0,True
stratified32,SGC2024clkrqm,HSSO-E,1.5,0.10223078819836705,0.10223078819836705,-1.3278400184921715,170.3,6.090446153172886,20.0,True
stratified32,SGC2024bkjqkz,HSSO-E,1.5,0.33774279212545866,0.33774279212545866,-1.4383064679689515,170.91,4.66735821545391,20.0,True
